scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Iris cristata,Dwarf Crested Iris,yes,yes,no,no,yes,no,early spring,"6""-12""","12""-18""",flower-or-herb,5,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRCR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRCR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRCR,https://plants.usda.gov/plant-profile/IRCR,https://en.wikipedia.org/wiki/Iris_cristata,https://www.wildflower.org/plants/result.php?id_plant=IRCR
Iris douglasiana,Douglas Iris,no,yes,no,no,yes,no,late spring,1'-3',1'-2',flower-or-herb,7,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRDO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRDO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRDO,https://plants.usda.gov/plant-profile/IRDO,https://en.wikipedia.org/wiki/Iris_douglasiana,https://www.wildflower.org/plants/result.php?id_plant=IRDO
Iris fulva,Copper Iris,no,yes,yes,no,yes,yes,late spring,2'-3',"12""-18""",flower-or-herb,5,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRFU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRFU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRFU,https://plants.usda.gov/plant-profile/IRFU,https://en.wikipedia.org/wiki/Iris_fulva,https://www.wildflower.org/plants/result.php?id_plant=IRFU
Iris hexagona,Dixie Iris,no,yes,yes,no,yes,yes,late spring,2'-3',"12""-18""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRHE2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRHE2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRHE2,https://plants.usda.gov/plant-profile/IRHE2,https://en.wikipedia.org/wiki/Iris_hexagona,https://www.wildflower.org/plants/result.php?id_plant=IRHE2
Iris macrosiphon,Bowltube Iris,no,yes,yes,no,yes,no,late spring,"12""-18""","12""-18""",flower-or-herb,4,4,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRMA,https://plants.usda.gov/plant-profile/IRMA,https://en.wikipedia.org/wiki/Iris_macrosiphon,https://www.wildflower.org/plants/result.php?id_plant=IRMA
Iris missouriensis,Rocky Mountain Iris,no,no,yes,no,no,yes,late spring,1'-3',"12""-18""",flower-or-herb,7,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRMI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRMI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRMI,https://plants.usda.gov/plant-profile/IRMI,https://en.wikipedia.org/wiki/Iris_missouriensis,https://www.wildflower.org/plants/result.php?id_plant=IRMI
Iris prismatica,Slender Blue Iris,no,yes,no,no,yes,no,late spring,2'-3',"12""-18""",flower-or-herb,5,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRPR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRPR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRPR,https://plants.usda.gov/plant-profile/IRPR,https://en.wikipedia.org/wiki/Iris_prismatica,https://www.wildflower.org/plants/result.php?id_plant=IRPR
Iris setosa,Beachhead Iris,no,no,yes,no,no,yes,late spring,"12""-18""","12""-18""",flower-or-herb,5,5,5,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRSE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRSE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRSE,https://plants.usda.gov/plant-profile/IRSE,https://en.wikipedia.org/wiki/Iris_setosa,https://www.wildflower.org/plants/result.php?id_plant=IRSE
Iris tenax,Toughleaf Iris,no,yes,no,yes,no,no,late spring,1'-3',"12""-18""",flower-or-herb,7,6,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRTE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRTE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRTE,https://plants.usda.gov/plant-profile/IRTE,https://en.wikipedia.org/wiki/Iris_tenax,https://www.wildflower.org/plants/result.php?id_plant=IRTE
Iris versicolor,Harlequin Blueflag,no,yes,yes,no,yes,yes,late spring,2'-3',"18""-24""",flower-or-herb,8,4,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRVE2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRVE2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRVE2,https://plants.usda.gov/plant-profile/IRVE2,https://en.wikipedia.org/wiki/Iris_versicolor,https://www.wildflower.org/plants/result.php?id_plant=IRVE2
Iris virginica,Virginia Iris,no,no,yes,no,no,yes,late spring,2'-4',"12""-18""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRVI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRVI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRVI,https://plants.usda.gov/plant-profile/IRVI,https://en.wikipedia.org/wiki/Iris_virginica,https://www.wildflower.org/plants/result.php?id_plant=IRVI
Isocoma acradenia,Alkali Goldenbush,no,yes,yes,yes,yes,no,late summer,3'-6',3'-6',shrub,7,7,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ISAC2,https://plants.usda.gov/plant-profile/ISAC2,https://en.wikipedia.org/wiki/Isocoma_acradenia,https://www.wildflower.org/plants/result.php?id_plant=ISAC2
Isocoma menziesii,Menzies' Goldenbush,no,yes,yes,yes,yes,no,late summer,3'-6',3'-6',shrub,7,7,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ISME5,https://plants.usda.gov/plant-profile/ISME5,https://en.wikipedia.org/wiki/Isocoma_menziesii,https://www.wildflower.org/plants/result.php?id_plant=ISME5
Isomeris arborea,Bladderpod Spiderflower,no,yes,yes,yes,yes,no,early spring,2'-4',3'-5',shrub,7,4,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=CLIS,https://plants.usda.gov/plant-profile/CLIS,https://en.wikipedia.org/wiki/Isomeris_arborea,
Itea virginica,Virginia Sweetspire,no,yes,no,no,yes,no,late spring,3'-6',4'-6',shrub,7,6,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ITVI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ITVI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ITVI,https://plants.usda.gov/plant-profile/ITVI,https://en.wikipedia.org/wiki/Itea_virginica,https://www.wildflower.org/plants/result.php?id_plant=ITVI
Jacquemontia sandwicensis,Oval-Leaf Clustervine,no,yes,yes,no,yes,yes,late spring,2'-4',2'-3',"flower-or-herb,vine",7,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JAOVS,https://plants.usda.gov/plant-profile/JAOVS,,https://www.wildflower.org/plants/result.php?id_plant=JAOVS
Jeffersonia diphylla,Twinleaf,no,yes,no,no,yes,no,early spring,"12""-18""",2'-3',flower-or-herb,3,4,2,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JEDI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JEDI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JEDI,https://plants.usda.gov/plant-profile/JEDI,https://en.wikipedia.org/wiki/Jeffersonia_diphylla,https://www.wildflower.org/plants/result.php?id_plant=JEDI
Juglans californica,Southern California Walnut,no,yes,no,no,yes,no,late spring,30'-60',30'-50',tree,7,7,6,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCA,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUCA, removed shrub",https://plants.usda.gov/plant-profile/JUCA,https://en.wikipedia.org/wiki/Juglans_californica,https://www.wildflower.org/plants/result.php?id_plant=JUCA
Juglans major,Arizona Walnut,no,yes,yes,yes,no,no,late spring,30'-50',20'-30',tree,5,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUMA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUMA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUMA,https://plants.usda.gov/plant-profile/JUMA,https://en.wikipedia.org/wiki/Juglans_major,https://www.wildflower.org/plants/result.php?id_plant=JUMA
Juncus acuminatus,Tapertip Rush,no,yes,no,no,yes,yes,N/A,2'-4',2'-3',grass,5,5,5,7,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUAC,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUAC,https://plants.usda.gov/plant-profile/JUAC,https://en.wikipedia.org/wiki/Juncus_acuminatus,https://www.wildflower.org/plants/result.php?id_plant=JUAC
Juncus canadensis,Canadian Rush,no,yes,no,no,no,yes,N/A,2'-4',"12""-24""",grass,5,5,4,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCA3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCA3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUCA3,https://plants.usda.gov/plant-profile/JUCA3,https://en.wikipedia.org/wiki/Juncus_canadensis,https://www.wildflower.org/plants/result.php?id_plant=JUCA3
Juncus debilis,Weak Rush,no,yes,yes,no,yes,yes,N/A,2'-4',"12""-18""",grass,2,2,5,5,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUDE,https://plants.usda.gov/plant-profile/JUDE,https://en.wikipedia.org/wiki/Juncus_debilis,https://www.wildflower.org/plants/result.php?id_plant=JUDE
Juncus dichotomus,Forked Rush,no,yes,yes,no,yes,yes,N/A,2'-4',"12""-24""",grass,3,2,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUDI,https://plants.usda.gov/plant-profile/JUDI,https://en.wikipedia.org/wiki/Juncus_dichotomus,https://www.wildflower.org/plants/result.php?id_plant=JUDI
Juncus diffusissimus,Slimpod Rush,no,yes,yes,no,yes,yes,N/A,3'-6',3'-5',grass,4,5,9,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUDI2,https://plants.usda.gov/plant-profile/JUDI2,,https://www.wildflower.org/plants/result.php?id_plant=JUDI2
Juncus effusus,Common Rush,no,no,yes,no,yes,yes,late spring,2'-4',"18""-24""",grass,5,5,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUEF,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUEF,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUEF,https://plants.usda.gov/plant-profile/JUEF,https://en.wikipedia.org/wiki/Juncus_effusus,https://www.wildflower.org/plants/result.php?id_plant=JUEF
Juncus marginatus,Grassleaf Rush,no,yes,no,no,yes,yes,N/A,2'-4',"12""-18""",grass,4,5,5,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUMA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUMA4,https://plants.usda.gov/plant-profile/JUMA4,https://en.wikipedia.org/wiki/Juncus_marginatus,https://www.wildflower.org/plants/result.php?id_plant=JUMA4
Juncus patens,Spreading Rush,no,yes,yes,no,yes,yes,late spring,3'-6',2'-4',grass,5,5,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUPA2,https://plants.usda.gov/plant-profile/JUPA2,https://en.wikipedia.org/wiki/Juncus_patens,https://www.wildflower.org/plants/result.php?id_plant=JUPA2
Juncus repens,Lesser Creeping Rush,no,yes,yes,no,yes,yes,N/A,"6""-12""","12""-18""",grass,4,5,9,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JURE2,https://plants.usda.gov/plant-profile/JURE2,https://en.wikipedia.org/wiki/Juncus_repens,https://www.wildflower.org/plants/result.php?id_plant=JURE2
Juncus scirpoides,Needlepod Rush,no,yes,yes,no,yes,yes,late spring,2'-4',"12""-24""",grass,5,3,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUSC,https://plants.usda.gov/plant-profile/JUSC,https://en.wikipedia.org/wiki/Juncus_scirpoides,https://www.wildflower.org/plants/result.php?id_plant=JUSC
Juncus tenuis,Poverty Rush,no,yes,no,no,yes,yes,N/A,"12""-24""","12""-18""",grass,2,2,7,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUTE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUTE,https://plants.usda.gov/plant-profile/JUTE,https://en.wikipedia.org/wiki/Juncus_tenuis,https://www.wildflower.org/plants/result.php?id_plant=JUTE
Juncus textilis,Basket Rush,no,yes,yes,no,yes,yes,N/A,2'-4',"24""-36""",grass,7,4,9,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUTE2,https://plants.usda.gov/plant-profile/JUTE2,https://en.wikipedia.org/wiki/Juncus_textilis,https://www.wildflower.org/plants/result.php?id_plant=JUTE2
Juniperus ashei,Ashe's Juniper,no,yes,no,yes,no,no,N/A,30'-40',10'-20',tree,4,7,7,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUAS,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUAS,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUAS, removed shrub",https://plants.usda.gov/plant-profile/JUAS,https://en.wikipedia.org/wiki/Juniperus_ashei,https://www.wildflower.org/plants/result.php?id_plant=JUAS
Juniperus californica,California Juniper,no,no,yes,yes,no,no,N/A,10'-25',10'-20',"shrub,tree",5,7,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCA7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCA7,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUCA7,https://plants.usda.gov/plant-profile/JUCA7,https://en.wikipedia.org/wiki/Juniperus_californica,https://www.wildflower.org/plants/result.php?id_plant=JUCA7
Juniperus communis,Common Juniper,no,no,yes,yes,no,no,N/A,3'-30',3'-10',shrub,5,5,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCO6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUCO6,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUCO6, removed tree",https://plants.usda.gov/plant-profile/JUCO6,https://en.wikipedia.org/wiki/Juniperus_communis,https://www.wildflower.org/plants/result.php?id_plant=JUCO6
Juniperus deppeana,Alligator Juniper,no,no,yes,yes,no,no,N/A,30'-50',15'-25',tree,7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUDE2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUDE2,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUDE2, removed shrub",https://plants.usda.gov/plant-profile/JUDE2,https://en.wikipedia.org/wiki/Juniperus_deppeana,https://www.wildflower.org/plants/result.php?id_plant=JUDE2
Juniperus horizontalis,Creeping Juniper,no,yes,yes,yes,no,no,N/A,"6""-12""",6'-10',shrub,3,5,8,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUHO2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUHO2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUHO2,https://plants.usda.gov/plant-profile/JUHO2,https://en.wikipedia.org/wiki/Juniperus_horizontalis,https://www.wildflower.org/plants/result.php?id_plant=JUHO2
Juniperus monosperma,Oneseed Juniper,no,yes,no,yes,yes,no,N/A,3'-15',6'-10',shrub,5,7,6,9,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUMO,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUMO, removed tree",https://plants.usda.gov/plant-profile/JUMO,https://en.wikipedia.org/wiki/Juniperus_monosperma,https://www.wildflower.org/plants/result.php?id_plant=JUMO
Juniperus osteosperma,Utah Juniper,no,no,yes,yes,no,no,N/A,10'-20',10'-20',tree,4,7,2,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUOS,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUOS,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUOS,https://plants.usda.gov/plant-profile/JUOS,https://en.wikipedia.org/wiki/Juniperus_osteosperma,https://www.wildflower.org/plants/result.php?id_plant=JUOS
Juniperus scopulorum,Rocky Mountain Juniper,no,yes,yes,yes,no,no,N/A,10'-30',6'-15',"shrub,tree",4,7,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUSC2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUSC2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUSC2,https://plants.usda.gov/plant-profile/JUSC2,https://en.wikipedia.org/wiki/Juniperus_scopulorum,https://www.wildflower.org/plants/result.php?id_plant=JUSC2
Juniperus virginiana,Eastern Redcedar,yes,yes,yes,yes,no,no,N/A,30'-40',8'-20',tree,5,7,9,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUVI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=JUVI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=JUVI,https://plants.usda.gov/plant-profile/JUVI,https://en.wikipedia.org/wiki/Juniperus_virginiana,https://www.wildflower.org/plants/result.php?id_plant=JUVI
Kalmia latifolia,Mountain Laurel,no,yes,no,no,yes,no,late spring,6'-15',6'-12',shrub,7,7,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KALA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KALA,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=KALA, removed tree",https://plants.usda.gov/plant-profile/KALA,https://en.wikipedia.org/wiki/Kalmia_latifolia,https://www.wildflower.org/plants/result.php?id_plant=KALA
Keckiella antirrhinoides,Snapdragon Penstemon,no,no,yes,yes,no,no,late spring,1'-3',"12""-18""",shrub,7,2,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KEAN,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KEAN,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=KEAN,https://plants.usda.gov/plant-profile/KEAN,https://en.wikipedia.org/wiki/Keckiella_antirrhinoides,https://www.wildflower.org/plants/result.php?id_plant=KEAN
Keckiella cordifolia,Heartleaf Keckiella,yes,yes,no,yes,no,no,late spring,1'-3',"12""-18""",shrub,8,6,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KECO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KECO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=KECO,https://plants.usda.gov/plant-profile/KECO,https://en.wikipedia.org/wiki/Keckiella_cordifolia,https://www.wildflower.org/plants/result.php?id_plant=KECO
Koeleria macrantha,Prairie Junegrass,no,no,yes,yes,no,no,late spring,"12""-24""","12""-18""",grass,5,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KOMA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KOMA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=KOMA,https://plants.usda.gov/plant-profile/KOMA,https://en.wikipedia.org/wiki/Koeleria_macrantha,https://www.wildflower.org/plants/result.php?id_plant=KOMA
Krascheninnikovia lanata,Winterfat,no,no,yes,yes,yes,no,late spring,1'-3',3'-6',shrub,7,7,5,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=KRLA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=KRLA2,https://plants.usda.gov/plant-profile/KRLA2,https://en.wikipedia.org/wiki/Krascheninnikovia_lanata,https://www.wildflower.org/plants/result.php?id_plant=KRLA2
Lantana camara,Lantana,no,yes,yes,no,yes,no,early summer,1'-6',3'-6',"shrub,vine",7,5,9,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=LACA2,https://plants.usda.gov/plant-profile/LACA2,https://en.wikipedia.org/wiki/Lantana_camara,
